"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2017-10-25 19:48:51 +02:00"

"Country / territory of asylum/residence",Origin,Year,Month,Value
Croatia,"Syrian Arab Rep.",2015,March,1
Croatia,"Syrian Arab Rep.",2015,August,1
Croatia,"Syrian Arab Rep.",2015,September,6
Croatia,"Syrian Arab Rep.",2015,October,4
Croatia,"Syrian Arab Rep.",2015,November,1
Croatia,"Syrian Arab Rep.",2015,December,1
Croatia,"Syrian Arab Rep.",2016,January,*
Croatia,"Syrian Arab Rep.",2016,February,11
Croatia,"Syrian Arab Rep.",2016,March,19
Croatia,"Syrian Arab Rep.",2016,April,14
Croatia,"Syrian Arab Rep.",2016,May,15
Croatia,"Syrian Arab Rep.",2016,June,13
Croatia,"Syrian Arab Rep.",2016,July,10
Croatia,"Syrian Arab Rep.",2016,August,15
Croatia,"Syrian Arab Rep.",2016,September,36
Croatia,"Syrian Arab Rep.",2016,October,108
Croatia,"Syrian Arab Rep.",2016,November,50
Croatia,"Syrian Arab Rep.",2016,December,24
Croatia,"Syrian Arab Rep.",2017,January,11
Croatia,"Syrian Arab Rep.",2017,February,27
Croatia,"Syrian Arab Rep.",2017,March,14
Croatia,"Syrian Arab Rep.",2017,April,23
Croatia,"Syrian Arab Rep.",2017,May,20
Croatia,"Syrian Arab Rep.",2017,June,15
Croatia,"Syrian Arab Rep.",2017,July,17
Iceland,"Syrian Arab Rep.",2010,July,1
Iceland,"Syrian Arab Rep.",2010,October,1
Iceland,"Syrian Arab Rep.",2011,April,1
Iceland,"Syrian Arab Rep.",2012,July,1
Iceland,"Syrian Arab Rep.",2012,August,2
Iceland,"Syrian Arab Rep.",2013,April,5
Iceland,"Syrian Arab Rep.",2014,August,5
Iceland,"Syrian Arab Rep.",2015,January,2
Iceland,"Syrian Arab Rep.",2015,February,2
Iceland,"Syrian Arab Rep.",2015,April,1
Iceland,"Syrian Arab Rep.",2015,May,2
Iceland,"Syrian Arab Rep.",2015,June,1
Hungary,"Syrian Arab Rep.",2010,January,2
Hungary,"Syrian Arab Rep.",2010,February,3
Hungary,"Syrian Arab Rep.",2010,March,1
Hungary,"Syrian Arab Rep.",2010,April,3
Hungary,"Syrian Arab Rep.",2010,June,2
Hungary,"Syrian Arab Rep.",2010,July,3
Hungary,"Syrian Arab Rep.",2010,August,1
Hungary,"Syrian Arab Rep.",2010,September,2
Hungary,"Syrian Arab Rep.",2010,October,4
Hungary,"Syrian Arab Rep.",2010,November,5
Hungary,"Syrian Arab Rep.",2011,January,6
Hungary,"Syrian Arab Rep.",2011,March,9
Hungary,"Syrian Arab Rep.",2011,April,12
Hungary,"Syrian Arab Rep.",2011,May,1
Hungary,"Syrian Arab Rep.",2011,June,4
Hungary,"Syrian Arab Rep.",2011,July,1
Hungary,"Syrian Arab Rep.",2011,August,5
Hungary,"Syrian Arab Rep.",2011,September,4
Hungary,"Syrian Arab Rep.",2011,October,15
Hungary,"Syrian Arab Rep.",2011,November,29
Hungary,"Syrian Arab Rep.",2011,December,5
Hungary,"Syrian Arab Rep.",2012,January,10
Hungary,"Syrian Arab Rep.",2012,February,9
Hungary,"Syrian Arab Rep.",2012,March,2
Hungary,"Syrian Arab Rep.",2012,April,3
Hungary,"Syrian Arab Rep.",2012,May,8
Hungary,"Syrian Arab Rep.",2012,June,4
Hungary,"Syrian Arab Rep.",2012,July,17
Hungary,"Syrian Arab Rep.",2012,August,16
Hungary,"Syrian Arab Rep.",2012,September,9
Hungary,"Syrian Arab Rep.",2012,October,20
Hungary,"Syrian Arab Rep.",2012,November,39
Hungary,"Syrian Arab Rep.",2012,December,8
Hungary,"Syrian Arab Rep.",2013,January,39
Hungary,"Syrian Arab Rep.",2013,February,42
Hungary,"Syrian Arab Rep.",2013,March,72
Hungary,"Syrian Arab Rep.",2013,April,65
Hungary,"Syrian Arab Rep.",2013,May,78
Hungary,"Syrian Arab Rep.",2013,June,93
Hungary,"Syrian Arab Rep.",2013,July,101
Hungary,"Syrian Arab Rep.",2013,August,72
Hungary,"Syrian Arab Rep.",2013,September,89
Hungary,"Syrian Arab Rep.",2013,October,72
Hungary,"Syrian Arab Rep.",2013,November,110
Hungary,"Syrian Arab Rep.",2013,December,127
Hungary,"Syrian Arab Rep.",2014,January,289
Hungary,"Syrian Arab Rep.",2014,February,216
Hungary,"Syrian Arab Rep.",2014,March,110
Hungary,"Syrian Arab Rep.",2014,April,165
Hungary,"Syrian Arab Rep.",2014,May,120
Hungary,"Syrian Arab Rep.",2014,June,229
Hungary,"Syrian Arab Rep.",2014,July,505
Hungary,"Syrian Arab Rep.",2014,August,554
Hungary,"Syrian Arab Rep.",2014,September,1064
Hungary,"Syrian Arab Rep.",2014,October,1483
Hungary,"Syrian Arab Rep.",2014,November,1511
Hungary,"Syrian Arab Rep.",2014,December,503
Hungary,"Syrian Arab Rep.",2015,January,536
Hungary,"Syrian Arab Rep.",2015,February,614
Hungary,"Syrian Arab Rep.",2015,March,1264
Hungary,"Syrian Arab Rep.",2015,April,1752
Hungary,"Syrian Arab Rep.",2015,May,2034
Hungary,"Syrian Arab Rep.",2015,June,4654
Hungary,"Syrian Arab Rep.",2015,July,12346
Hungary,"Syrian Arab Rep.",2015,August,23002
Hungary,"Syrian Arab Rep.",2015,September,17720
Hungary,"Syrian Arab Rep.",2015,October,122
Hungary,"Syrian Arab Rep.",2015,November,32
Hungary,"Syrian Arab Rep.",2015,December,5
Hungary,"Syrian Arab Rep.",2016,January,16
Hungary,"Syrian Arab Rep.",2016,February,88
Hungary,"Syrian Arab Rep.",2016,March,390
Hungary,"Syrian Arab Rep.",2016,April,1152
Hungary,"Syrian Arab Rep.",2016,May,798
Hungary,"Syrian Arab Rep.",2016,June,861
Hungary,"Syrian Arab Rep.",2016,July,514
Hungary,"Syrian Arab Rep.",2016,August,286
Hungary,"Syrian Arab Rep.",2016,September,264
Hungary,"Syrian Arab Rep.",2016,October,212
Hungary,"Syrian Arab Rep.",2016,December,154
Hungary,"Syrian Arab Rep.",2017,January,79
Hungary,"Syrian Arab Rep.",2017,February,61
Hungary,"Syrian Arab Rep.",2017,March,51
Hungary,"Syrian Arab Rep.",2017,April,25
Hungary,"Syrian Arab Rep.",2017,May,46
Hungary,"Syrian Arab Rep.",2017,June,48
Iceland,"Syrian Arab Rep.",2015,July,4
Iceland,"Syrian Arab Rep.",2015,August,6
Iceland,"Syrian Arab Rep.",2015,September,7
Iceland,"Syrian Arab Rep.",2015,October,1
Iceland,"Syrian Arab Rep.",2015,November,1
Iceland,"Syrian Arab Rep.",2015,December,2
Iceland,"Syrian Arab Rep.",2016,January,8
Iceland,"Syrian Arab Rep.",2016,February,*
Iceland,"Syrian Arab Rep.",2016,March,*
Iceland,"Syrian Arab Rep.",2016,April,*
Iceland,"Syrian Arab Rep.",2016,May,5
Iceland,"Syrian Arab Rep.",2016,June,*
Iceland,"Syrian Arab Rep.",2016,July,*
Iceland,"Syrian Arab Rep.",2016,August,*
Iceland,"Syrian Arab Rep.",2016,September,*
Iceland,"Syrian Arab Rep.",2016,October,6
Iceland,"Syrian Arab Rep.",2016,November,*
Iceland,"Syrian Arab Rep.",2016,December,*
Iceland,"Syrian Arab Rep.",2017,January,*
Iceland,"Syrian Arab Rep.",2017,February,*
Iceland,"Syrian Arab Rep.",2017,March,5
Iceland,"Syrian Arab Rep.",2017,April,5
Iceland,"Syrian Arab Rep.",2017,May,7
Iceland,"Syrian Arab Rep.",2017,June,*
Ireland,"Syrian Arab Rep.",2010,June,1
Ireland,"Syrian Arab Rep.",2010,July,1
Ireland,"Syrian Arab Rep.",2011,July,2
Ireland,"Syrian Arab Rep.",2011,September,2
Ireland,"Syrian Arab Rep.",2011,October,1
Ireland,"Syrian Arab Rep.",2011,December,4
Ireland,"Syrian Arab Rep.",2012,February,1
Ireland,"Syrian Arab Rep.",2012,March,2
Ireland,"Syrian Arab Rep.",2012,June,1
Ireland,"Syrian Arab Rep.",2012,July,1
Ireland,"Syrian Arab Rep.",2012,August,5
Ireland,"Syrian Arab Rep.",2012,September,2
Ireland,"Syrian Arab Rep.",2012,November,1
Ireland,"Syrian Arab Rep.",2012,December,1
Ireland,"Syrian Arab Rep.",2013,January,3
Ireland,"Syrian Arab Rep.",2013,February,9
Ireland,"Syrian Arab Rep.",2013,March,10
Ireland,"Syrian Arab Rep.",2013,April,2
Ireland,"Syrian Arab Rep.",2013,May,2
Ireland,"Syrian Arab Rep.",2013,July,2
Ireland,"Syrian Arab Rep.",2013,September,6
Ireland,"Syrian Arab Rep.",2013,October,1
Ireland,"Syrian Arab Rep.",2013,November,1
Ireland,"Syrian Arab Rep.",2013,December,1
Ireland,"Syrian Arab Rep.",2014,January,5
Ireland,"Syrian Arab Rep.",2014,February,4
Ireland,"Syrian Arab Rep.",2014,April,2
Ireland,"Syrian Arab Rep.",2014,May,1
Ireland,"Syrian Arab Rep.",2014,June,1
Ireland,"Syrian Arab Rep.",2014,July,3
Ireland,"Syrian Arab Rep.",2014,August,1
Ireland,"Syrian Arab Rep.",2014,September,1
Ireland,"Syrian Arab Rep.",2014,October,3
Ireland,"Syrian Arab Rep.",2014,November,2
Ireland,"Syrian Arab Rep.",2014,December,1
Ireland,"Syrian Arab Rep.",2015,March,2
Ireland,"Syrian Arab Rep.",2015,April,3
Ireland,"Syrian Arab Rep.",2015,May,11
Ireland,"Syrian Arab Rep.",2015,June,1
Ireland,"Syrian Arab Rep.",2015,July,6
Ireland,"Syrian Arab Rep.",2015,August,6
Ireland,"Syrian Arab Rep.",2015,September,21
Ireland,"Syrian Arab Rep.",2015,October,8
Ireland,"Syrian Arab Rep.",2015,November,7
Ireland,"Syrian Arab Rep.",2015,December,9
Ireland,"Syrian Arab Rep.",2016,January,20
Ireland,"Syrian Arab Rep.",2016,February,*
Ireland,"Syrian Arab Rep.",2016,March,5
Ireland,"Syrian Arab Rep.",2016,April,6
Ireland,"Syrian Arab Rep.",2016,May,*
Ireland,"Syrian Arab Rep.",2016,June,28
Ireland,"Syrian Arab Rep.",2016,July,*
Ireland,"Syrian Arab Rep.",2016,August,7
Ireland,"Syrian Arab Rep.",2016,September,34
Ireland,"Syrian Arab Rep.",2016,October,*
Ireland,"Syrian Arab Rep.",2016,November,*
Ireland,"Syrian Arab Rep.",2016,December,128
Ireland,"Syrian Arab Rep.",2017,January,*
Ireland,"Syrian Arab Rep.",2017,February,78
Ireland,"Syrian Arab Rep.",2017,March,56
Italy,"Syrian Arab Rep.",2010,January,3
Italy,"Syrian Arab Rep.",2010,February,2
Italy,"Syrian Arab Rep.",2010,March,4
Italy,"Syrian Arab Rep.",2010,May,1
Italy,"Syrian Arab Rep.",2010,July,21
Italy,"Syrian Arab Rep.",2010,August,2
Italy,"Syrian Arab Rep.",2010,September,1
Italy,"Syrian Arab Rep.",2010,October,1
Italy,"Syrian Arab Rep.",2010,November,9
Italy,"Syrian Arab Rep.",2010,December,4
Italy,"Syrian Arab Rep.",2011,January,28
Italy,"Syrian Arab Rep.",2011,February,4
Italy,"Syrian Arab Rep.",2011,March,14
Italy,"Syrian Arab Rep.",2011,April,37
Italy,"Syrian Arab Rep.",2011,May,26
Italy,"Syrian Arab Rep.",2011,June,34
Italy,"Syrian Arab Rep.",2011,July,99
Italy,"Syrian Arab Rep.",2011,August,173
Italy,"Syrian Arab Rep.",2011,September,41
Italy,"Syrian Arab Rep.",2011,October,26
Italy,"Syrian Arab Rep.",2011,November,27
Italy,"Syrian Arab Rep.",2011,December,32
Italy,"Syrian Arab Rep.",2012,January,13
Italy,"Syrian Arab Rep.",2012,February,11
Italy,"Syrian Arab Rep.",2012,March,17
Italy,"Syrian Arab Rep.",2012,April,8
Italy,"Syrian Arab Rep.",2012,May,17
Italy,"Syrian Arab Rep.",2012,June,15
Italy,"Syrian Arab Rep.",2012,July,38
Italy,"Syrian Arab Rep.",2012,August,25
Italy,"Syrian Arab Rep.",2012,September,49
Italy,"Syrian Arab Rep.",2012,October,35
Italy,"Syrian Arab Rep.",2012,November,88
Italy,"Syrian Arab Rep.",2012,December,38
Italy,"Syrian Arab Rep.",2013,January,70
Italy,"Syrian Arab Rep.",2013,February,27
Italy,"Syrian Arab Rep.",2013,March,86
Italy,"Syrian Arab Rep.",2013,April,38
Italy,"Syrian Arab Rep.",2013,May,44
Italy,"Syrian Arab Rep.",2013,June,54
Italy,"Syrian Arab Rep.",2013,July,57
Italy,"Syrian Arab Rep.",2013,August,43
Italy,"Syrian Arab Rep.",2013,September,55
Italy,"Syrian Arab Rep.",2013,October,101
Italy,"Syrian Arab Rep.",2013,November,43
Italy,"Syrian Arab Rep.",2013,December,16
Italy,"Syrian Arab Rep.",2014,January,49
Italy,"Syrian Arab Rep.",2014,February,35
Italy,"Syrian Arab Rep.",2014,March,84
Italy,"Syrian Arab Rep.",2014,April,35
Italy,"Syrian Arab Rep.",2014,May,48
Italy,"Syrian Arab Rep.",2014,June,39
Italy,"Syrian Arab Rep.",2014,July,53
Italy,"Syrian Arab Rep.",2014,August,28
Italy,"Syrian Arab Rep.",2014,September,32
Italy,"Syrian Arab Rep.",2014,October,46
Italy,"Syrian Arab Rep.",2014,November,35
Italy,"Syrian Arab Rep.",2014,December,20
Italy,"Syrian Arab Rep.",2015,January,32
Italy,"Syrian Arab Rep.",2015,February,25
Italy,"Syrian Arab Rep.",2015,March,26
Italy,"Syrian Arab Rep.",2015,April,36
Italy,"Syrian Arab Rep.",2015,May,13
Italy,"Syrian Arab Rep.",2015,June,24
Italy,"Syrian Arab Rep.",2015,July,25
Italy,"Syrian Arab Rep.",2015,August,15
Italy,"Syrian Arab Rep.",2015,September,168
Italy,"Syrian Arab Rep.",2015,October,66
Italy,"Syrian Arab Rep.",2015,November,34
Italy,"Syrian Arab Rep.",2015,December,42
Italy,"Syrian Arab Rep.",2016,January,19
Italy,"Syrian Arab Rep.",2016,February,26
Italy,"Syrian Arab Rep.",2016,March,87
Italy,"Syrian Arab Rep.",2016,April,200
Italy,"Syrian Arab Rep.",2016,May,151
Italy,"Syrian Arab Rep.",2016,June,315
Italy,"Syrian Arab Rep.",2016,July,69
Italy,"Syrian Arab Rep.",2016,August,22
Italy,"Syrian Arab Rep.",2016,September,111
Italy,"Syrian Arab Rep.",2016,October,11
Italy,"Syrian Arab Rep.",2016,November,150
Italy,"Syrian Arab Rep.",2016,December,68
Italy,"Syrian Arab Rep.",2017,January,41
Italy,"Syrian Arab Rep.",2017,February,73
Italy,"Syrian Arab Rep.",2017,March,388
Italy,"Syrian Arab Rep.",2017,April,131
Japan,"Syrian Arab Rep.",2011,November,1
Japan,"Syrian Arab Rep.",2011,December,1
Japan,"Syrian Arab Rep.",2012,February,1
Japan,"Syrian Arab Rep.",2012,April,1
Japan,"Syrian Arab Rep.",2012,June,2
Japan,"Syrian Arab Rep.",2012,July,1
Japan,"Syrian Arab Rep.",2012,August,4
Japan,"Syrian Arab Rep.",2012,September,5
Japan,"Syrian Arab Rep.",2012,October,8
Japan,"Syrian Arab Rep.",2012,December,4
Japan,"Syrian Arab Rep.",2013,January,4
Japan,"Syrian Arab Rep.",2013,February,3
Japan,"Syrian Arab Rep.",2013,May,1
Japan,"Syrian Arab Rep.",2013,June,1
Japan,"Syrian Arab Rep.",2013,July,1
Japan,"Syrian Arab Rep.",2013,August,1
Japan,"Syrian Arab Rep.",2013,September,4
Japan,"Syrian Arab Rep.",2013,October,7
Japan,"Syrian Arab Rep.",2013,November,1
Japan,"Syrian Arab Rep.",2013,December,1
Japan,"Syrian Arab Rep.",2014,June,1
Japan,"Syrian Arab Rep.",2014,July,2
Japan,"Syrian Arab Rep.",2014,September,1
Japan,"Syrian Arab Rep.",2014,October,3
Japan,"Syrian Arab Rep.",2014,November,1
Japan,"Syrian Arab Rep.",2015,January,2
Japan,"Syrian Arab Rep.",2015,April,1
Japan,"Syrian Arab Rep.",2015,October,2
Japan,"Syrian Arab Rep.",2016,January,*
Japan,"Syrian Arab Rep.",2016,March,*
Japan,"Syrian Arab Rep.",2016,April,*
Japan,"Syrian Arab Rep.",2016,October,*
Japan,"Syrian Arab Rep.",2017,February,*
Japan,"Syrian Arab Rep.",2017,April,*
Liechtenstein,"Syrian Arab Rep.",2010,December,2
Liechtenstein,"Syrian Arab Rep.",2012,February,1
Liechtenstein,"Syrian Arab Rep.",2013,March,1
Liechtenstein,"Syrian Arab Rep.",2013,April,1
Liechtenstein,"Syrian Arab Rep.",2014,April,1
Liechtenstein,"Syrian Arab Rep.",2015,June,1
Liechtenstein,"Syrian Arab Rep.",2015,October,1
Liechtenstein,"Syrian Arab Rep.",2016,September,*
Liechtenstein,"Syrian Arab Rep.",2016,October,*
Liechtenstein,"Syrian Arab Rep.",2017,January,10
"Rep. of Korea","Syrian Arab Rep.",2011,March,2
"Rep. of Korea","Syrian Arab Rep.",2012,March,5
"Rep. of Korea","Syrian Arab Rep.",2012,April,2
"Rep. of Korea","Syrian Arab Rep.",2012,May,8
"Rep. of Korea","Syrian Arab Rep.",2012,June,6
"Rep. of Korea","Syrian Arab Rep.",2012,July,8
"Rep. of Korea","Syrian Arab Rep.",2012,August,16
"Rep. of Korea","Syrian Arab Rep.",2012,September,29
"Rep. of Korea","Syrian Arab Rep.",2012,October,19
"Rep. of Korea","Syrian Arab Rep.",2012,November,27
"Rep. of Korea","Syrian Arab Rep.",2012,December,26
"Rep. of Korea","Syrian Arab Rep.",2013,January,33
"Rep. of Korea","Syrian Arab Rep.",2013,February,27
"Rep. of Korea","Syrian Arab Rep.",2013,March,17
"Rep. of Korea","Syrian Arab Rep.",2013,April,25
"Rep. of Korea","Syrian Arab Rep.",2013,May,26
"Rep. of Korea","Syrian Arab Rep.",2013,June,17
"Rep. of Korea","Syrian Arab Rep.",2013,July,16
"Rep. of Korea","Syrian Arab Rep.",2013,August,16
"Rep. of Korea","Syrian Arab Rep.",2013,September,33
"Rep. of Korea","Syrian Arab Rep.",2013,October,45
"Rep. of Korea","Syrian Arab Rep.",2013,November,18
"Rep. of Korea","Syrian Arab Rep.",2013,December,22
"Rep. of Korea","Syrian Arab Rep.",2014,January,17
"Rep. of Korea","Syrian Arab Rep.",2014,February,20
"Rep. of Korea","Syrian Arab Rep.",2014,March,13
"Rep. of Korea","Syrian Arab Rep.",2014,April,26
"Rep. of Korea","Syrian Arab Rep.",2014,May,17
"Rep. of Korea","Syrian Arab Rep.",2014,June,16
"Rep. of Korea","Syrian Arab Rep.",2014,July,14
"Rep. of Korea","Syrian Arab Rep.",2014,August,8
"Rep. of Korea","Syrian Arab Rep.",2014,September,9
"Rep. of Korea","Syrian Arab Rep.",2014,October,16
"Rep. of Korea","Syrian Arab Rep.",2014,November,29
"Rep. of Korea","Syrian Arab Rep.",2014,December,19
"Rep. of Korea","Syrian Arab Rep.",2015,January,26
"Rep. of Korea","Syrian Arab Rep.",2015,February,9
"Rep. of Korea","Syrian Arab Rep.",2015,March,14
"Rep. of Korea","Syrian Arab Rep.",2015,April,7
"Rep. of Korea","Syrian Arab Rep.",2015,May,9
"Rep. of Korea","Syrian Arab Rep.",2015,June,28
"Rep. of Korea","Syrian Arab Rep.",2015,July,27
"Rep. of Korea","Syrian Arab Rep.",2015,August,31
"Rep. of Korea","Syrian Arab Rep.",2015,September,49
"Rep. of Korea","Syrian Arab Rep.",2015,October,70
"Rep. of Korea","Syrian Arab Rep.",2015,November,61
"Rep. of Korea","Syrian Arab Rep.",2015,December,73
"Rep. of Korea","Syrian Arab Rep.",2016,January,40
"Rep. of Korea","Syrian Arab Rep.",2016,February,17
"Rep. of Korea","Syrian Arab Rep.",2016,March,22
"Rep. of Korea","Syrian Arab Rep.",2016,April,5
"Rep. of Korea","Syrian Arab Rep.",2016,May,5
"Rep. of Korea","Syrian Arab Rep.",2016,June,*
"Rep. of Korea","Syrian Arab Rep.",2016,July,8
"Rep. of Korea","Syrian Arab Rep.",2016,August,31
"Rep. of Korea","Syrian Arab Rep.",2016,September,12
"Rep. of Korea","Syrian Arab Rep.",2016,October,11
"Rep. of Korea","Syrian Arab Rep.",2016,November,9
"Rep. of Korea","Syrian Arab Rep.",2016,December,8
"Rep. of Korea","Syrian Arab Rep.",2017,January,11
"Rep. of Korea","Syrian Arab Rep.",2017,February,13
"Rep. of Korea","Syrian Arab Rep.",2017,March,16
"Rep. of Korea","Syrian Arab Rep.",2017,April,10
"Rep. of Korea","Syrian Arab Rep.",2017,May,20
"Rep. of Korea","Syrian Arab Rep.",2017,June,5
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2010,November,1
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2011,January,1
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2011,August,1
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2012,April,3
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2012,November,1
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2012,December,1
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2013,January,2
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2013,February,9
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2013,March,4
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2013,April,39
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2013,May,19
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2013,June,38
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2013,July,62
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2013,August,110
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2013,September,47
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2013,October,21
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2013,November,4
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2013,December,5
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2014,January,11
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2014,February,44
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2014,March,31
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2014,April,67
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2014,May,29
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2014,June,73
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2014,July,74
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2014,August,33
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2014,September,55
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2014,October,99
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2014,November,109
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2014,December,121
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2015,January,123
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2015,February,40
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2015,March,75
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2015,April,56
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2015,May,95
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2015,June,382
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2015,July,168
